year,quarter,period,bank_group,country_region,Trade_Finance
2024,3,2024Q3,All Banks,DOMINICAN REPUBLIC,474.0
2024,3,2024Q3,All Banks,ECUADOR,262.0
2024,3,2024Q3,All Banks,EL SALVADOR,49.0
2024,3,2024Q3,All Banks,GUATEMALA,682.0
2024,3,2024Q3,All Banks,HONDURAS,200.0
2024,3,2024Q3,All Banks,MEXICO,796.0
2024,3,2024Q3,All Banks,PERU,1437.0
2024,3,2024Q3,All Banks,URUGUAY,71.0
2024,3,2024Q3,All Banks,VENEZUELA,4.0
2024,3,2024Q3,All Banks,BAHAMAS,75.0
2024,3,2024Q3,All Banks,CAYMAN ISLANDS,150.0
2024,3,2024Q3,All Banks,PANAMA,610.0
2024,4,2024Q4,All Others,ANGUILLA,1.0
2024,4,2024Q4,All Others,ARGENTINA,4.0
2024,4,2024Q4,All Others,BRAZIL,1702.0
2024,4,2024Q4,All Others,CHILE,706.0
2024,4,2024Q4,All Others,COLOMBIA,20.0
2024,4,2024Q4,All Others,COSTA RICA,0.0
2024,4,2024Q4,All Others,DOMINICAN REPUBLIC,83.0
2024,4,2024Q4,All Others,ECUADOR,34.0
2024,4,2024Q4,All Others,EL SALVADOR,10.0
2024,4,2024Q4,All Others,GUATEMALA,133.0
2024,4,2024Q4,All Others,HONDURAS,26.0
2024,4,2024Q4,All Others,MEXICO,158.0
2024,4,2024Q4,All Others,PERU,123.0
2024,4,2024Q4,All Others,URUGUAY,1.0
2024,4,2024Q4,All Others,VENEZUELA,7.0
2024,4,2024Q4,All Others,BAHAMAS,81.0
2024,4,2024Q4,All Others,CAYMAN ISLANDS,4.0
2024,4,2024Q4,All Others,PANAMA,47.0
2024,4,2024Q4,LFI,ANGUILLA,0.0
2024,4,2024Q4,LFI,ARGENTINA,8.0
2024,4,2024Q4,LFI,BRAZIL,3584.0
2024,4,2024Q4,LFI,CHILE,1507.0
2024,4,2024Q4,LFI,COLOMBIA,337.0
2024,4,2024Q4,LFI,COSTA RICA,50.0
2024,4,2024Q4,LFI,DOMINICAN REPUBLIC,191.0
2024,4,2024Q4,LFI,ECUADOR,114.0
2024,4,2024Q4,LFI,EL SALVADOR,35.0
2024,4,2024Q4,LFI,GUATEMALA,581.0
2024,4,2024Q4,LFI,HONDURAS,204.0
2024,4,2024Q4,LFI,MEXICO,1190.0
2024,4,2024Q4,LFI,PERU,475.0
2024,4,2024Q4,LFI,URUGUAY,25.0
2024,4,2024Q4,LFI,VENEZUELA,0.0
2024,4,2024Q4,LFI,BAHAMAS,105.0
2024,4,2024Q4,LFI,CAYMAN ISLANDS,151.0
2024,4,2024Q4,LFI,PANAMA,538.0
2024,4,2024Q4,All Banks,ANGUILLA,1.0
2024,4,2024Q4,All Banks,ARGENTINA,12.0
2024,4,2024Q4,All Banks,BRAZIL,5286.0
2024,4,2024Q4,All Banks,CHILE,2213.0
2024,4,2024Q4,All Banks,COLOMBIA,357.0
2024,4,2024Q4,All Banks,COSTA RICA,50.0
2024,4,2024Q4,All Banks,DOMINICAN REPUBLIC,274.0
2024,4,2024Q4,All Banks,ECUADOR,148.0
2024,4,2024Q4,All Banks,EL SALVADOR,45.0
2024,4,2024Q4,All Banks,GUATEMALA,714.0
2024,4,2024Q4,All Banks,HONDURAS,230.0
2024,4,2024Q4,All Banks,MEXICO,1348.0
2024,4,2024Q4,All Banks,PERU,598.0
2024,4,2024Q4,All Banks,URUGUAY,26.0
2024,4,2024Q4,All Banks,VENEZUELA,7.0
2024,4,2024Q4,All Banks,BAHAMAS,186.0
2024,4,2024Q4,All Banks,CAYMAN ISLANDS,155.0
2024,4,2024Q4,All Banks,PANAMA,585.0
